Date,CompanyName,Open,High,Low,Close,Volume
20160126,A,37.890,37.960,37.360,37.520,1581281.000
20160126,AA,6.860,7.169,6.736,7.109,34638569.540
20160126,AAL,38.615,39.642,38.335,39.542,8028750.920
20160126,AAP,145.385,152.652,144.705,151.413,1092226.120
20160126,AAPL,99.381,100.336,97.541,99.440,60971300.100
20160126,ABBV,59.010,59.270,57.210,58.290,6824675.000
20160126,ABC,91.055,91.234,90.258,90.905,1237560.741
20160126,ABT,39.860,40.440,39.645,40.170,4740350.000
20160126,ABX,9.376,9.551,9.275,9.516,27908378.151
20160126,ACAS,13.860,14.090,13.834,14.050,2146413.000
20160126,ACN,101.790,103.130,101.450,102.560,2694256.000
20160126,ADBE,87.300,87.580,85.470,86.890,2515619.000
20160126,ADI,48.927,51.536,48.927,50.871,1940480.747
20160126,ADM,32.583,33.346,32.196,33.326,4047184.975
20160126,ADP,79.594,80.945,79.544,80.418,1415563.835
20160126,ADS,246.050,250.820,243.600,249.810,893152.000
20160126,ADSK,48.290,48.670,47.570,48.430,1948614.000
20160126,ADT,28.850,29.330,28.730,29.160,1659954.000
20160126,AEE,42.376,43.030,42.168,42.376,1370543.854
20160126,AEP,57.483,58.445,57.354,57.672,2734065.500
20160126,AES,8.684,8.991,8.665,8.921,4111083.948
20160126,AET,105.650,105.950,103.920,104.980,2235350.000
20160126,AFL,56.623,57.398,56.534,57.110,1457740.942
20160126,AGN,296.340,297.370,292.660,294.400,1652087.000
20160126,AIG,55.881,56.289,55.240,55.543,11007488.760
20160126,AIV,37.439,38.381,37.325,38.371,897575.816
20160126,AIZ,77.785,79.285,77.626,78.649,499806.223
20160126,AKAM,45.860,46.420,45.260,46.210,2081899.000
20160126,AKS,2.000,2.150,1.890,2.000,8577484.000
20160126,ALL,57.750,58.377,57.581,57.870,1882863.999
20160126,ALLE,58.929,60.007,58.729,59.847,586573.776
20160126,ALXN,155.130,156.320,150.060,152.650,1449311.000
20160126,AMAT,16.948,17.386,16.849,17.257,14886487.791
20160126,AMCC,5.760,5.850,5.620,5.810,338744.000
20160126,AMD,2.140,2.150,2.030,2.080,10074472.000
20160126,AME,46.154,46.633,45.995,46.544,1745846.188
20160126,AMG,126.880,132.230,125.400,131.460,671495.000
20160126,AMGN,152.490,154.188,150.027,152.728,3473578.049
20160126,AMP,90.230,92.193,89.873,91.579,1888470.447
20160126,AMT,92.000,93.690,91.780,92.410,2450215.000
20160126,AMZN,601.960,604.518,590.300,601.250,3619010.000
20160126,AN,45.180,45.820,44.680,45.490,970888.000
20160126,ANF,25.008,25.773,24.969,25.515,1856370.406
20160126,ANTM,137.854,139.028,135.904,137.237,1715156.415
20160126,AON,85.889,86.447,85.351,85.730,1016641.966
20160126,APA,38.350,38.820,37.080,38.000,7081446.000
20160126,APC,33.213,34.672,32.434,34.552,9557507.870
20160126,APD,117.290,119.580,116.450,118.400,1131558.000
20160126,APH,48.218,48.856,48.178,48.447,1650218.630
20160126,APOL,7.780,8.090,7.620,7.990,1710429.000
20160126,ARG,137.486,138.253,137.486,137.964,1639993.463
20160126,ASH,91.754,96.654,90.997,95.419,1462829.291
20160126,ATI,7.165,8.349,7.095,7.931,6249887.472
20160126,ATVI,34.569,35.174,34.549,35.025,5387428.680
20160126,AVB,174.730,178.510,174.100,178.160,730004.000
20160126,AVGO,124.588,126.093,123.591,123.990,11028451.400
20160126,AVP,2.620,2.900,2.620,2.770,10756296.000
20160126,AVY,57.747,59.606,57.747,59.278,683083.557
20160126,AXP,55.200,55.740,54.940,55.080,12026154.000
20160126,AZO,731.110,745.570,731.110,743.870,201502.000
20160126,BA,123.834,126.975,123.358,126.846,5125943.710
20160126,BAC,13.010,13.299,12.991,13.269,112438296.300
20160126,BAX,36.036,36.455,35.877,36.425,1973440.085
20160126,BBBY,43.440,44.370,43.240,44.080,1813814.000
20160126,BBT,30.953,31.320,30.725,31.221,5640122.156
20160126,BBY,25.335,27.517,25.335,27.428,3913129.240
20160126,BC,42.927,42.987,41.771,42.110,1735001.306
20160126,BCR,183.010,184.540,181.490,183.160,411933.000
20160126,BDX,138.004,145.232,138.004,144.864,718439.286
20160126,BEN,32.670,33.410,32.550,33.360,3661611.000
20160126,BF,92.279,94.441,92.279,93.415,576110.258
20160126,BGG,19.187,19.376,18.849,19.346,780075.956
20160126,BHI,39.886,40.444,39.239,39.797,2154060.408
20160126,BIG,36.008,37.411,36.008,37.192,373999.156
20160126,BIIB,262.760,264.430,257.780,260.200,1987346.000
20160126,BK,34.583,35.558,34.583,35.389,7049042.510
20160126,BLK,290.409,298.323,288.970,297.172,1005512.276
20160126,BLL,66.870,67.995,66.595,67.708,762676.596
20160126,BMS,42.966,43.742,42.867,43.652,824406.057
20160126,BMY,62.920,63.050,61.920,62.690,4990880.000
20160126,BRCM,54.420,54.510,54.410,54.460,8855225.000
20160126,BRK,124.570,126.520,124.570,125.890,3154602.000
20160126,BSX,17.620,17.660,17.330,17.380,8271148.000
20160126,BTU,3.790,4.185,3.530,4.015,1716852.000
20160126,BVSN,5.840,5.900,5.630,5.690,845.000
20160126,BWA,28.546,28.874,28.346,28.635,2302373.251
20160126,BXLT,41.687,41.687,40.768,40.978,6417871.587
20160126,BXP,118.440,120.690,118.440,120.330,551496.000
20160126,C,39.551,40.740,39.451,40.455,21081460.150
20160126,CA,25.983,26.806,25.963,26.628,3963997.168
20160126,CAG,39.012,39.588,38.783,39.260,1913880.131
20160126,CAH,81.500,82.840,80.770,82.720,1730863.000
20160126,CAM,60.210,60.950,59.360,60.710,3700837.000
20160126,CAR,25.590,28.040,25.590,27.520,4058348.000
20160126,CAT,58.400,59.660,58.090,59.240,7558437.000
20160126,CB,108.510,109.760,108.000,108.590,2504822.000
20160126,CBG,27.410,28.210,27.410,28.000,5159299.000
20160126,CBS,46.563,47.570,46.344,47.391,3432683.996
20160126,CCE,45.371,45.937,45.256,45.609,1394126.951
20160126,CCI,81.654,83.514,81.347,82.743,2668724.972
20160126,CCK,45.290,46.020,45.110,45.740,517679.000
20160126,CCL,48.892,49.736,48.525,49.498,5168526.441
20160126,CELG,107.070,107.580,104.000,105.970,4246884.000
20160126,CERN,56.200,56.700,55.910,56.520,1321963.000
20160126,CF,28.170,29.535,27.705,29.169,3943680.074
20160126,CFG,20.013,20.471,19.874,20.182,15807593.010
20160126,CHD,79.619,80.416,79.191,79.998,1096118.320
20160126,CHK,3.080,3.250,2.880,3.190,26007246.000
20160126,CHRW,62.716,63.959,62.349,63.681,2262003.649
20160126,CI,135.551,137.406,134.288,135.381,1030214.643
20160126,CIEN,17.750,18.120,17.530,18.030,2280497.000
20160126,CINF,53.536,54.797,53.536,54.529,563941.551
20160126,CL,63.500,64.810,63.320,64.330,3328218.000
20160126,CLF,1.560,1.640,1.420,1.550,4325561.000
20160126,CLX,125.400,126.740,124.450,125.580,1504129.000
20160126,CMA,32.124,33.138,32.124,32.770,2968895.837
20160126,CMCSA,54.060,55.019,53.950,54.840,14635971.000
20160126,CME,84.703,86.154,84.574,85.816,1379144.554
20160126,CMG,442.000,449.900,440.010,448.700,744180.000
20160126,CMI,83.639,85.095,82.709,84.521,2510263.303
20160126,CMS,36.194,36.962,36.149,36.590,2790789.305
20160126,CNC,60.720,61.340,59.010,59.990,2012039.000
20160126,CNP,16.961,17.237,16.961,17.119,3368737.576
20160126,CNX,5.852,6.371,5.542,6.241,6970933.910
20160126,COF,58.720,60.111,58.720,59.962,5328146.220
20160126,COG,18.791,19.480,18.561,19.410,5769206.305
20160126,COH,32.489,33.669,31.825,33.044,15681545.800
20160126,COL,81.610,83.393,80.714,81.979,1498820.737
20160126,COP,34.908,35.633,33.174,35.067,27549944.200
20160126,COST,150.442,151.330,147.899,148.098,2671120.352
20160126,CPB,54.620,55.170,54.510,55.160,1482489.000
20160126,CPGX,17.288,17.735,17.050,17.616,2024112.803
20160126,CR,42.388,47.035,42.388,46.211,1117499.770
20160126,CRM,69.960,70.100,69.220,69.870,2760256.000
20160126,CSC,29.820,30.480,29.740,30.260,1203012.000
20160126,CSCO,23.280,23.851,23.240,23.725,22651932.000
20160126,CSRA,26.540,27.320,26.060,26.840,1403118.000
20160126,CSX,21.908,22.186,21.848,22.101,9076653.770
20160126,CTAS,82.020,83.130,81.990,82.860,647803.000
20160126,CTB,35.684,37.430,35.684,37.400,895569.927
20160126,CTL,23.240,24.301,23.240,24.134,4271016.082
20160126,CTSH,61.040,62.110,60.660,61.940,4788355.000
20160126,CTXS,66.250,68.400,66.170,68.200,1469711.000
20160126,CVC,31.150,31.500,31.150,31.300,1827046.000
20160126,CVG,22.971,23.729,22.892,23.619,570313.076
20160126,CVS,94.130,94.510,93.390,94.040,4188122.000
20160126,CVX,81.121,83.441,80.331,83.066,10883889.360
20160126,CXO,83.290,88.630,81.620,88.150,2455388.000
20160126,D,68.884,69.854,68.666,69.022,1944268.320
20160126,DAL,46.343,46.752,45.486,45.984,8311290.110
20160126,DD,52.510,53.752,51.805,53.116,3910586.079
20160126,DDR,16.231,16.508,16.211,16.498,2905322.946
20160126,DDS,66.860,68.540,66.620,68.090,493705.000
20160126,DE,72.020,73.580,71.635,73.570,2181580.000
20160126,DF,18.554,19.171,18.497,19.002,1933754.306
20160126,DFS,47.758,48.285,47.504,48.115,4066078.960
20160126,DG,72.325,73.651,72.076,73.482,2544987.057
20160126,DGX,65.830,66.280,65.230,66.230,889881.000
20160126,DHI,26.987,27.481,26.000,27.261,9014319.755
20160126,DHR,82.750,84.807,81.113,84.537,6149772.310
