Date,CompanyName,Open,High,Low,Close,Volume
20160114,A,36.940,37.880,36.550,37.600,2677655.000
20160114,AA,7.059,7.338,6.821,7.209,42770929.690
20160114,AAL,40.120,40.669,38.754,40.440,11297415.300
20160114,AAP,142.126,142.946,139.107,141.257,1042716.521
20160114,AAPL,97.431,99.938,95.213,98.973,59222560.900
20160114,ABBV,51.320,56.830,50.710,54.570,15347421.000
20160114,ABC,92.430,93.877,92.061,93.356,2615299.300
20160114,ABT,40.340,41.318,40.140,41.110,6629696.000
20160114,ABX,7.888,8.068,7.429,7.559,23267094.132
20160114,ACAS,13.540,13.615,13.230,13.400,4219780.000
20160114,ACE,110.440,112.350,109.810,109.870,7700455.000
20160114,ACN,99.120,102.470,98.910,101.910,3960782.000
20160114,ADBE,88.920,90.300,87.310,89.800,3801184.000
20160114,ADI,50.167,50.643,49.503,50.088,2935791.221
20160114,ADM,33.118,33.371,32.464,33.048,5097673.680
20160114,ADP,77.119,79.017,77.019,78.530,2588057.208
20160114,ADS,249.050,258.030,247.220,256.270,707894.000
20160114,ADSK,51.080,52.860,50.150,52.650,3900883.000
20160114,ADT,29.537,30.281,29.060,30.142,2239821.381
20160114,AEE,42.673,43.575,42.475,43.298,1370343.049
20160114,AEP,57.761,59.029,57.384,58.603,3821958.929
20160114,AES,8.556,8.783,8.408,8.734,10012793.778
20160114,AET,104.860,108.540,104.440,108.270,3462076.000
20160114,AFL,56.613,57.487,56.107,56.891,2459610.183
20160114,AGN,287.040,300.680,285.992,298.810,2917254.000
20160114,AIG,56.428,57.461,56.030,56.915,8470339.610
20160114,AIV,38.212,38.450,37.420,37.449,1712272.434
20160114,AIZ,78.014,79.364,77.140,78.788,816146.320
20160114,AKAM,45.980,47.260,45.100,46.920,2789164.000
20160114,AKS,2.050,2.070,1.970,2.040,5840718.000
20160114,ALL,57.671,58.874,57.671,58.118,2937866.607
20160114,ALLE,59.688,60.775,58.929,60.097,859339.084
20160114,ALXN,158.390,169.840,155.280,167.290,2398810.000
20160114,AMAT,16.272,16.938,16.118,16.724,18679262.980
20160114,AMCC,5.320,5.600,5.210,5.490,405750.000
20160114,AMD,2.290,2.350,2.210,2.210,14410954.000
20160114,AME,46.913,48.340,46.683,47.901,1375049.574
20160114,AMG,131.990,133.660,128.380,131.750,673407.000
20160114,AMGN,145.012,154.228,143.502,152.122,5012734.780
20160114,AMP,92.164,95.416,90.597,94.305,1441366.468
20160114,AMT,92.740,93.050,91.700,92.170,2292202.000
20160114,AMZN,580.450,602.270,569.880,593.000,6954686.000
20160114,AN,46.960,48.250,46.090,47.550,1042780.000
20160114,ANF,25.276,26.160,24.849,25.892,1737522.963
20160114,ANTM,134.132,138.561,133.204,137.356,2070278.452
20160114,AON,85.809,87.792,85.451,87.065,978322.066
20160114,APA,35.620,37.367,34.995,36.747,5873291.850
20160114,APC,35.091,35.641,33.623,34.961,14478447.600
20160114,APD,119.240,119.590,115.640,118.400,2923747.000
20160114,APH,46.752,46.966,45.993,46.572,3168756.428
20160114,APOL,7.180,7.340,6.940,7.300,1554512.000
20160114,ARG,137.645,138.203,137.476,137.974,641874.761
20160114,ASH,97.600,98.596,96.465,97.959,661156.288
20160114,ATI,8.578,8.976,8.299,8.837,2720944.483
20160114,ATVI,34.638,35.372,33.894,35.114,9026072.170
20160114,AVB,177.710,179.290,175.800,175.910,697800.000
20160114,AVGO,123.780,126.262,119.873,124.767,6058991.688
20160114,AVP,2.530,2.710,2.460,2.680,7276367.000
20160114,AVY,58.512,60.183,58.413,59.596,957904.910
20160114,AXP,62.740,63.750,62.370,63.300,5938748.000
20160114,AZO,701.580,718.480,699.000,712.580,246847.000
20160114,BA,128.402,128.877,124.656,127.946,5451276.610
20160114,BAC,14.953,15.142,14.594,14.918,116571372.500
20160114,BAX,34.869,35.448,34.640,35.208,10679070.420
20160114,BBBY,44.210,45.040,43.630,44.230,2558128.000
20160114,BBT,33.551,33.957,33.115,33.724,4133721.580
20160114,BBY,26.460,26.646,25.051,25.854,19497110.153
20160114,BC,42.778,42.867,40.575,40.845,3674915.312
20160114,BCR,176.241,178.418,175.641,176.710,527531.532
20160114,BDX,141.041,145.129,140.762,144.764,1614231.364
20160114,BEN,33.090,33.560,32.390,33.370,4825684.000
20160114,BF,90.684,93.176,90.684,92.388,440502.008
20160114,BGG,15.877,16.354,15.817,16.205,358673.528
20160114,BHI,39.298,41.390,38.472,41.012,2081983.902
20160114,BIG,36.894,37.461,35.829,36.436,1239947.637
20160114,BIIB,268.570,283.300,265.240,280.640,2055733.000
20160114,BK,36.563,37.230,35.926,36.882,6747793.663
20160114,BLK,303.120,313.238,297.211,307.826,1299292.215
20160114,BLL,68.487,69.035,67.179,68.686,1467236.009
20160114,BMS,44.060,44.239,43.692,44.070,673239.913
20160114,BMY,61.320,63.905,60.890,63.500,7078760.000
20160114,BRCM,53.500,54.300,52.700,54.000,12962548.000
20160114,BRK,126.410,128.990,126.010,127.970,4672958.000
20160114,BSX,17.630,18.330,17.560,18.150,12517214.000
20160114,BTU,4.180,4.650,3.970,4.210,1506478.000
20160114,BVSN,5.980,6.040,5.980,6.000,11795.000
20160114,BWA,33.755,33.785,31.922,32.729,6135256.691
20160114,BXLT,40.309,41.018,40.009,40.938,8804806.000
20160114,BXP,119.350,121.015,119.083,119.870,788557.000
20160114,C,45.394,45.758,44.510,45.324,27710471.400
20160114,CA,26.310,26.969,26.033,26.826,2646251.072
20160114,CAG,39.310,40.005,39.066,39.767,2584425.639
20160114,CAH,78.300,82.040,78.160,81.750,3288388.000
20160114,CAM,59.440,60.300,57.730,59.860,1874172.000
20160114,CAR,27.250,27.350,25.080,26.905,6195654.000
20160114,CAT,60.483,62.191,59.633,61.480,8763344.420
20160114,CB,113.116,113.990,111.788,112.190,11953562.483
20160114,CBG,29.310,29.820,28.520,29.460,2770762.000
20160114,CBS,44.908,47.191,44.728,46.603,5829384.940
20160114,CCE,45.927,46.215,45.679,45.887,2080574.699
20160114,CCI,82.169,83.791,81.436,83.069,1678536.856
20160114,CCK,46.000,46.340,44.820,46.010,899952.000
20160114,CCL,51.365,51.832,49.855,51.574,8404515.840
20160114,CELG,101.340,107.200,99.440,105.640,7655774.000
20160114,CERN,58.530,58.750,57.520,58.180,1428553.000
20160114,CF,31.633,32.801,30.841,32.257,3737966.291
20160114,CFG,23.198,23.267,22.491,22.770,9185739.040
20160114,CHD,78.733,79.340,77.796,77.946,1343191.378
20160114,CHK,3.610,3.820,3.560,3.710,27632715.000
20160114,CHRW,62.458,63.144,61.663,62.746,1504588.801
20160114,CI,134.921,139.130,134.921,138.630,1563212.995
20160114,CIEN,18.380,18.560,18.010,18.340,2246354.000
20160114,CINF,55.115,56.306,54.887,55.790,699221.416
20160114,CL,62.647,63.750,62.577,63.123,3513296.040
20160114,CLF,1.320,1.380,1.270,1.350,3814328.000
20160114,CLX,127.456,128.212,126.412,126.492,1087232.828
20160114,CMA,36.528,36.990,35.778,36.707,3295491.680
20160114,CMCSA,53.550,55.650,53.350,55.030,11245578.000
20160114,CME,84.077,84.793,83.342,84.157,1993750.451
20160114,CMG,446.500,463.510,436.500,454.540,3629829.000
20160114,CMI,84.382,86.530,83.174,85.838,1948828.942
20160114,CMS,35.816,36.665,35.638,36.402,3326371.973
20160114,CNC,61.150,62.620,60.460,62.580,1686093.000
20160114,CNP,16.872,17.464,16.704,17.385,5911123.282
20160114,CNX,6.022,6.082,5.517,5.602,15357130.600
20160114,COF,63.599,64.692,62.108,64.175,4278131.836
20160114,COG,15.834,16.428,15.634,16.283,8832683.680
20160114,COH,31.319,31.874,30.228,31.477,3959888.046
20160114,COL,86.988,87.574,85.603,86.978,599721.193
20160114,COP,38.907,41.497,38.354,40.911,16931507.220
20160114,COST,152.028,153.743,150.921,152.756,2051796.932
20160114,CPB,52.850,53.840,52.720,53.480,1617478.000
20160114,CPGX,16.980,17.507,16.811,17.397,2722289.712
20160114,CR,45.864,45.913,44.721,45.158,635717.986
20160114,CRM,72.420,73.640,70.870,73.060,4219624.000
20160114,CSC,29.000,29.715,28.590,29.470,1428874.000
20160114,CSCO,24.690,24.900,24.460,24.650,38400499.000
20160114,CSRA,28.980,29.300,28.620,29.150,1444874.000
20160114,CSX,22.494,23.615,22.394,23.089,15623641.890
20160114,CTAS,84.970,86.150,84.700,85.540,446688.000
20160114,CTB,35.684,35.804,34.408,35.006,512631.328
20160114,CTL,22.699,23.564,22.616,23.485,6863079.557
20160114,CTSH,58.170,61.085,58.000,60.205,7574285.000
20160114,CTXS,67.880,68.040,65.930,67.380,1821637.000
20160114,CVC,30.980,31.560,30.765,31.230,3349013.000
20160114,CVG,22.912,23.659,22.732,23.450,510437.076
