Date,CompanyName,Open,High,Low,Close,Volume
20160301,A,37.630,38.660,37.570,38.595,2619409.000
20160301,AA,9.120,9.200,8.920,9.100,15469148.000
20160301,AAL,41.420,42.020,41.060,41.830,7013055.000
20160301,AAP,149.863,153.482,149.193,153.272,583637.799
20160301,AAPL,97.690,100.770,97.420,100.530,48081617.000
20160301,ABBV,54.780,56.340,54.240,56.340,6603839.000
20160301,ABC,86.800,87.730,86.420,87.420,1687712.000
20160301,ABT,38.910,39.460,38.795,39.320,8993319.000
20160301,ABX,14.000,14.020,13.100,13.270,20629764.000
20160301,ACAS,13.800,13.900,13.630,13.850,2161578.000
20160301,ACN,101.410,103.440,101.000,103.440,1942104.000
20160301,ADBE,85.920,88.395,84.590,88.370,3379324.000
20160301,ADI,53.950,54.720,53.280,54.700,2041710.000
20160301,ADM,35.130,35.620,34.560,35.480,3792809.000
20160301,ADP,84.731,86.232,84.642,86.232,1456526.515
20160301,ADS,212.230,213.660,209.010,213.510,932301.000
20160301,ADSK,52.400,54.365,52.120,54.320,2717038.000
20160301,ADT,40.440,40.740,40.430,40.735,2048955.000
20160301,AEE,46.766,47.113,46.112,46.519,1844031.857
20160301,AEP,62.000,62.270,61.250,61.720,1883312.000
20160301,AES,9.830,10.170,9.760,10.110,4692897.000
20160301,AET,109.540,110.580,108.010,110.540,2038399.000
20160301,AFL,59.920,61.160,59.920,61.060,1985624.000
20160301,AGN,293.150,295.700,290.250,295.370,2043389.000
20160301,AIG,50.316,51.648,50.077,51.538,9885400.440
20160301,AIV,36.910,37.885,36.590,37.870,1001965.000
20160301,AIZ,71.720,73.600,71.630,73.360,758452.000
20160301,AKAM,54.380,55.570,54.000,55.530,3791664.000
20160301,AKS,2.950,2.950,2.770,2.935,5111679.000
20160301,ALL,63.840,64.810,63.590,64.810,1883658.000
20160301,ALLE,63.460,64.798,63.271,64.728,1088459.159
20160301,ALXN,142.470,151.190,140.060,150.830,2100673.000
20160301,AMAT,19.090,19.380,18.990,19.360,8773351.000
20160301,AMCC,5.840,5.980,5.760,5.940,288988.000
20160301,AMD,2.160,2.200,2.120,2.185,8649085.000
20160301,AME,46.603,47.986,46.464,47.821,1611290.579
20160301,AMG,140.480,145.150,140.010,144.220,930232.000
20160301,AMGN,144.300,148.460,142.280,148.400,4133755.000
20160301,AMP,85.010,88.160,84.840,88.030,1654953.000
20160301,AMT,92.750,94.800,91.640,94.680,2914986.000
20160301,AMZN,556.310,579.250,556.000,579.040,4857986.000
20160301,AN,53.090,53.800,51.960,52.520,2400846.000
20160301,ANF,28.991,29.239,28.673,29.140,4710667.786
20160301,ANTM,131.226,131.525,129.704,131.147,1463816.415
20160301,AON,95.990,96.810,95.690,95.950,1655269.000
20160301,APA,38.470,38.690,36.260,38.620,5631438.000
20160301,APC,39.117,40.595,37.608,40.066,10503308.530
